"index","product_name","product_url","image_url","file"
"18","BÜYÜK EKLER TİRAMİSU","https://toptanpastacim.com/product/152-03-00024/buyuk-ekler-tiramisu/152-03","https://toptanpastacim.com/Resimler/ac941eee-3fdb-42e8-9db6-afde447984fb.jpeg","018_buyuk_ekler_tiramisu_BÜYÜK EKLER TİRAMİSU.jpeg"
"19","BÜYÜK EKLER VİŞNE","https://toptanpastacim.com/product/152-03-00026/buyuk-ekler-visne/152-03","https://toptanpastacim.com/Resimler/4adabad3-518e-4fa7-9544-303b79e5b200.jpeg","019_buyuk_ekler_visne_BÜYÜK EKLER VİŞNE.jpeg"
"20","CHEESECAKE KARIŞIK","https://toptanpastacim.com/product/152-05-00013/cheesecake-karisik/152-05","https://toptanpastacim.com/Resimler/5dd179d8-3053-46cc-83cb-dea964405a54.JPG","020_cheesecake_karisik_CHEESECAKE KARIŞIK.jpg"
"21","CHEESECAKE LOTUS","https://toptanpastacim.com/product/152-05-00027/cheesecake-lotus/152-05","https://toptanpastacim.com/Resimler/b581fb11-9ddd-4c1d-b671-27db59150ab7.jpeg","021_cheesecake_lotus_CHEESECAKE LOTUS.jpeg"
"22","ÇİKOLATALI NO 0","https://toptanpastacim.com/product/152-01-00004/cikolatali-no-0/152-01","https://toptanpastacim.com/Resimler/c192c30b-c559-4f40-80d1-dd8ad3252f0a.JPG","022_cikolatali_no_0_ÇİKOLATALI NO 0.jpg"
"23","ÇİKOLATALI NO 1","https://toptanpastacim.com/product/152-01-00005/cikolatali-no-1/152-01","https://toptanpastacim.com/Resimler/3582a07e-f5d2-40e2-8c9a-9c4ef789ba58.JPG","023_cikolatali_no_1_ÇİKOLATALI NO 1.jpg"
"24","ÇİKOLATALI NO 2","https://toptanpastacim.com/product/152-01-00006/cikolatali-no-2/152-01","https://toptanpastacim.com/Resimler/8aa34dec-c95c-4d59-a6de-07ed06e95fe8.JPG","024_cikolatali_no_2_ÇİKOLATALI NO 2.jpg"
"25","ÇİLEK OREO NO 0","https://toptanpastacim.com/product/152-01-00043/cilek-oreo-no-0/152-01","https://toptanpastacim.com/Resimler/1d504ed5-ef6d-48c6-9985-34d3250f02d5.JPG","025_cilek_oreo_no_0_ÇİLEK OREO NO 0.jpg"
"26","ÇİLEK OREO NO 1","https://toptanpastacim.com/product/152-01-00044/cilek-oreo-no-1/152-01","https://toptanpastacim.com/Resimler/002f2722-84b9-4cac-8edf-6af8eaf3cc00.JPG","026_cilek_oreo_no_1_ÇİLEK OREO NO 1.jpg"
"27","ÇİLEK OREO NO 2","https://toptanpastacim.com/product/152-01-00045/cilek-oreo-no-2/152-01","https://toptanpastacim.com/Resimler/99026c4e-c82b-4759-8750-6bf3fe5d1da6.JPG","027_cilek_oreo_no_2_ÇİLEK OREO NO 2.jpg"
"28","DAMLA SAKIZLI BADEMLİ MUHALLEBİ","https://toptanpastacim.com/product/152-04-00019/damla-sakizli-bademli-muhallebi/152-04","https://toptanpastacim.com/Resimler/fe82a8eb-1fdc-4753-b9fb-84f007ee93a3.png","028_damla_sakizli_bademli_muhallebi_DAMLA SAKIZLI BADEMLİ MU.png"
"29","DUBAİ NO 0","https://toptanpastacim.com/product/152-01-00080/dubai-no-0/152-01","https://toptanpastacim.com/Resimler/02b74986-fe19-41fe-a5d1-bc2fb2c96759.jpeg","029_dubai_no_0_DUBAİ NO 0.jpeg"
"30","DUBAİ NO 1","https://toptanpastacim.com/product/152-01-00081/dubai-no-1/152-01","https://toptanpastacim.com/Resimler/aa7c9d13-9344-4359-9309-38d831046de6.jpeg","030_dubai_no_1_DUBAİ NO 1.jpeg"
"31","DUBAİ NO 2","https://toptanpastacim.com/product/152-01-00082/dubai-no-2/152-01","https://toptanpastacim.com/Resimler/2d9d99e5-0c3a-445f-b02c-9ec5d21ee996.jpeg","031_dubai_no_2_DUBAİ NO 2.jpeg"
"32","EKLER ANTEP FISTIK","https://toptanpastacim.com/product/152-03-00002/ekler-antep-fistik/152-03","https://toptanpastacim.com/Resimler/d2686106-cf66-4c7b-ad3d-8d4cbc4dcedc.JPG","032_ekler_antep_fistik_EKLER ANTEP FISTIK.jpg"
"33","EKLER ÇİLEKLİ","https://toptanpastacim.com/product/152-03-00004/ekler-cilekli/152-03","https://toptanpastacim.com/Resimler/63a7029b-a64b-4401-9534-cdaa5ea3b91f.JPG","033_ekler_cilekli_EKLER ÇİLEKLİ.jpg"
"34","EKLER FRAMBUAZLI","https://toptanpastacim.com/product/152-03-00005/ekler-frambuazli/152-03","https://toptanpastacim.com/Resimler/7366bca1-a9d2-48ee-bb01-009391bf8094.JPG","034_ekler_frambuazli_EKLER FRAMBUAZLI.jpg"
"35","EKLER HİNDİSTAN CEVİZLİ","https://toptanpastacim.com/product/152-03-00006/ekler-hindistan-cevizli/152-03","https://toptanpastacim.com/Resimler/fb1602a1-01bf-47d8-b4e6-a8a50f94d4f0.JPG","035_ekler_hindistan_cevizli_EKLER HİNDİSTAN CEVİZLİ.jpg"
"36","EKLER KARAMEL","https://toptanpastacim.com/product/152-03-00007/ekler-karamel/152-03","https://toptanpastacim.com/Resimler/2e9f2d92-feea-4217-b6d8-12b0876986f6.JPG","036_ekler_karamel_EKLER KARAMEL.jpg"
"37","EKLER KLASİK","https://toptanpastacim.com/product/152-03-00010/ekler-klasik/152-03","https://toptanpastacim.com/Resimler/a6f0cde5-6725-4df6-a2c4-7170718f63c7.JPG","037_ekler_klasik_EKLER KLASİK.jpg"
"38","EKLER KLASİK BEYAZ İÇ","https://toptanpastacim.com/product/152-03-00009/ekler-klasik-beyaz-ic/152-03","https://toptanpastacim.com/Resimler/da3ddf7f-3e0f-4bbf-9775-acf7b2ae55e9.JPG","038_ekler_klasik_beyaz_ic_EKLER KLASİK BEYAZ İÇ.jpg"
"39","EKLER LİMON","https://toptanpastacim.com/product/152-03-00011/ekler-limon/152-03","https://toptanpastacim.com/Resimler/a35ed264-4053-4ff9-99c6-c409f0ade3a2.JPG","039_ekler_limon_EKLER LİMON.jpg"
"40","EKLER MEYVELİ","https://toptanpastacim.com/product/152-03-00012/ekler-meyveli/152-03","https://toptanpastacim.com/Resimler/7a0a2baa-dec7-4ee5-94af-b1983b878120.JPG","040_ekler_meyveli_EKLER MEYVELİ.jpg"
"41","EKLER MUZ","https://toptanpastacim.com/product/152-03-00013/ekler-muz/152-03","https://toptanpastacim.com/Resimler/1143aa77-320f-40d3-80a4-a2fa6b1683ab.JPG","041_ekler_muz_EKLER MUZ.jpg"
"42","EKLER PORTAKALLI","https://toptanpastacim.com/product/152-03-00001/ekler-portakalli/152-03","https://toptanpastacim.com/Resimler/b554df68-e4f6-4172-87b1-bb73aa46e93c.JPG","042_ekler_portakalli_EKLER PORTAKALLI.jpg"
"43","EKLER YER FISTIKLI","https://toptanpastacim.com/product/152-03-00015/ekler-yer-fistikli/152-03","https://toptanpastacim.com/Resimler/3443ea51-2380-4d60-ab78-dbca1def4113.jpeg","043_ekler_yer_fistikli_EKLER YER FISTIKLI.jpeg"
"44","FISTIKLI NO 0","https://toptanpastacim.com/product/152-01-00010/fistikli-no-0/152-01","https://toptanpastacim.com/Resimler/30c188ec-d307-4ea4-bff6-f73e1000f2ba.jpg","044_fistikli_no_0_FISTIKLI NO 0.jpg"
"45","FISTIKLI NO 1","https://toptanpastacim.com/product/152-01-00011/fistikli-no-1/152-01","https://toptanpastacim.com/Resimler/06483bbe-cd9f-41f6-81b0-d8ecbbc71828.jpg","045_fistikli_no_1_FISTIKLI NO 1.jpg"
"46","FISTIKLI NO 2","https://toptanpastacim.com/product/152-01-00012/fistikli-no-2/152-01","https://toptanpastacim.com/Resimler/c7c3d9f0-35a2-463b-bcc3-7aaf955b0dd4.jpg","046_fistikli_no_2_FISTIKLI NO 2.jpg"
"47","FRAMBUAZ MARKİ","https://toptanpastacim.com/product/152-05-00021/frambuaz-marki/152-05","https://toptanpastacim.com/Resimler/07c2a85e-4eed-4b3f-92d9-b521b9096c76.jpg","047_frambuaz_marki_FRAMBUAZ MARKİ.jpg"
"48","GANAJ MARKİ","https://toptanpastacim.com/product/152-05-00024/ganaj-marki/152-05","https://toptanpastacim.com/Resimler/a08fe7fa-6211-4a45-9f8a-d15f782804ef.JPG","048_ganaj_marki_GANAJ MARKİ.jpg"
"49","İNCİRLİ MUHALLEBİ","https://toptanpastacim.com/product/152-04-00013/incirli-muhallebi/152-04","https://toptanpastacim.com/Resimler/3f880394-6cd1-40ba-8e97-9ddbac0206dc.png","049_incirli_muhallebi_İNCİRLİ MUHALLEBİ.png"
"50","ISLAK KEK","https://toptanpastacim.com/product/152-06-00010/islak-kek/152-06","https://toptanpastacim.com/Resimler/6440b010-a2de-4e14-b0bc-eb382bdf4576.png","050_islak_kek_ISLAK KEK.png"
"51","KARAMEL MARKİ","https://toptanpastacim.com/product/152-05-00023/karamel-marki/152-05","https://toptanpastacim.com/Resimler/8fc63d2c-59f2-4486-a7da-935547dc6251.JPG","051_karamel_marki_KARAMEL MARKİ.jpg"
"52","KARAORMAN NO 0","https://toptanpastacim.com/product/152-01-00016/karaorman-no-0/152-01","https://toptanpastacim.com/Resimler/466a012e-b381-46ea-bc65-6b1bd0c6e983.JPG","052_karaorman_no_0_KARAORMAN NO 0.jpg"
"53","KARAORMAN NO 1","https://toptanpastacim.com/product/152-01-00017/karaorman-no-1/152-01","https://toptanpastacim.com/Resimler/c0697243-636a-4b88-80ff-7034c6a0a1a8.JPG","053_karaorman_no_1_KARAORMAN NO 1.jpg"
"54","KARAORMAN NO 2","https://toptanpastacim.com/product/152-01-00018/karaorman-no-2/152-01","https://toptanpastacim.com/Resimler/4f8c82c6-c292-415c-a9a0-6a5eb3328d7b.JPG","054_karaorman_no_2_KARAORMAN NO 2.jpg"
"55","KAZANDİBİ","https://toptanpastacim.com/product/152-04-00016/kazandibi/152-04","https://toptanpastacim.com/Resimler/2f752b08-2f48-4fed-b1d8-7fc454a170de.png","055_kazandibi_KAZANDİBİ.png"
"56","KEŞKÜL","https://toptanpastacim.com/product/152-04-00017/keskul/152-04","https://toptanpastacim.com/Resimler/a9f3442c-5553-4ae7-a539-65989ea42b3b.png","056_keskul_KEŞKÜL.png"
"57","KREM ŞOKOLA","https://toptanpastacim.com/product/152-04-00014/krem-sokola/152-04","https://toptanpastacim.com/Resimler/32c7dd78-01e5-475f-a8f3-dc24bcbf2402.png","057_krem_sokola_KREM ŞOKOLA.png"
"58","MAGNOLYA ÇİLEK","https://toptanpastacim.com/product/152-04-00001/magnolya-cilek/152-04","https://toptanpastacim.com/Resimler/ffe40974-8ad6-404d-9807-7dd1b6f1bf2b.png","058_magnolya_cilek_MAGNOLYA ÇİLEK.png"
"59","MAGNOLYA MUZ","https://toptanpastacim.com/product/152-04-00002/magnolya-muz/152-04","https://toptanpastacim.com/Resimler/5b44b2a0-0a20-4094-91ec-3b4cf9abd12b.png","059_magnolya_muz_MAGNOLYA MUZ.png"
"60","MAGNOLYA OREO","https://toptanpastacim.com/product/152-04-00003/magnolya-oreo/152-04","https://toptanpastacim.com/Resimler/7347e36a-337b-4f88-a0d4-ee301f721caf.png","060_magnolya_oreo_MAGNOLYA OREO.png"
"61","MEYVELİ NO 0","https://toptanpastacim.com/product/152-01-00022/meyveli-no-0/152-01","https://toptanpastacim.com/Resimler/6efa70b7-beb4-48b7-8eb7-e1e979c1a837.JPG","061_meyveli_no_0_MEYVELİ NO 0.jpg"
"62","MEYVELİ NO 1","https://toptanpastacim.com/product/152-01-00023/meyveli-no-1/152-01","https://toptanpastacim.com/Resimler/7281d67b-869a-4cde-9368-f2506454c50d.JPG","062_meyveli_no_1_MEYVELİ NO 1.jpg"
"63","MEYVELİ NO 2","https://toptanpastacim.com/product/152-01-00024/meyveli-no-2/152-01","https://toptanpastacim.com/Resimler/ae5f34b2-63e3-4a81-8450-4450217ad2ab.JPG","063_meyveli_no_2_MEYVELİ NO 2.jpg"
"64","MİNİ İBİZA","https://toptanpastacim.com/product/152-05-00005/mini-ibiza/152-05","https://toptanpastacim.com/Resimler/8bca2f80-09c9-453e-8fdd-a69767d21915.JPG","064_mini_ibiza_MİNİ İBİZA.jpg"
"65","MOİS","https://toptanpastacim.com/product/152-02-00008/mois/152-02","https://toptanpastacim.com/Resimler/9fd51b41-3adb-4f8d-8062-5c14d83327e3.jpg","065_mois_MOİS.jpg"
"66","MOİS NO 0","https://toptanpastacim.com/product/152-01-00025/mois-no-0/152-01","https://toptanpastacim.com/Resimler/361463d4-b585-454a-b6ed-db38f242600e.JPG","066_mois_no_0_MOİS NO 0.jpg"
"67","MOİS NO 1","https://toptanpastacim.com/product/152-01-00026/mois-no-1/152-01","https://toptanpastacim.com/Resimler/0f22eb10-f2b2-49ca-b8bc-972326b2c2d4.JPG","067_mois_no_1_MOİS NO 1.jpg"
"68","MOİS NO 2","https://toptanpastacim.com/product/152-01-00027/mois-no-2/152-01","https://toptanpastacim.com/Resimler/4654868f-4ea1-44e4-9c74-427e827ee007.JPG","068_mois_no_2_MOİS NO 2.jpg"
"69","MONO ÇİKOLATA","https://toptanpastacim.com/product/152-02-00009/mono-cikolata/152-02","https://toptanpastacim.com/Resimler/5051702c-8aac-44d2-9c3c-5e94451f3c3e.jpg","069_mono_cikolata_MONO ÇİKOLATA.jpg"
"70","MONO DUBAİ","https://toptanpastacim.com/product/152-02-00027/mono-dubai/152-02","https://toptanpastacim.com/Resimler/f22e9cb6-0e4a-4be5-be08-b731fe181ae0.jpeg","070_mono_dubai_MONO DUBAİ.jpeg"
"71","MONO PEMBE","https://toptanpastacim.com/product/152-02-00016/mono-pembe/152-02","https://toptanpastacim.com/Resimler/0fb9ad2b-f55d-4522-aa64-7c36801d6260.jpg","071_mono_pembe_MONO PEMBE.jpg"
"72","MUZ ÇİKOLATA NO 0","https://toptanpastacim.com/product/152-01-00065/muz-cikolata-no-0/152-01","https://toptanpastacim.com/Resimler/9926fb07-086f-4a59-aa6f-3f1826f41461.JPG","072_muz_cikolata_no_0_MUZ ÇİKOLATA NO 0.jpg"
"73","MUZ ÇİKOLATA NO 1","https://toptanpastacim.com/product/152-01-00066/muz-cikolata-no-1/152-01","https://toptanpastacim.com/Resimler/2962b49f-331c-46a8-8402-856eced6efcc.JPG","073_muz_cikolata_no_1_MUZ ÇİKOLATA NO 1.jpg"
"74","MUZ ÇİKOLATA NO 2","https://toptanpastacim.com/product/152-01-00067/muz-cikolata-no-2/152-01","https://toptanpastacim.com/Resimler/dd47cc38-0e51-43ad-9007-ec45a3d8d7cf.JPG","074_muz_cikolata_no_2_MUZ ÇİKOLATA NO 2.jpg"
"75","NEWYORK NO 0","https://toptanpastacim.com/product/152-01-00031/newyork-no-0/152-01","https://toptanpastacim.com/Resimler/64117c04-9350-49f1-b17c-21738a45869e.JPG","075_newyork_no_0_NEWYORK NO 0.jpg"
"76","NEWYORK NO 1","https://toptanpastacim.com/product/152-01-00032/newyork-no-1/152-01","https://toptanpastacim.com/Resimler/b0c0d240-646b-45d5-90fd-8574efc731db.JPG","076_newyork_no_1_NEWYORK NO 1.jpg"
"77","NEWYORK NO 2","https://toptanpastacim.com/product/152-01-00033/newyork-no-2/152-01","https://toptanpastacim.com/Resimler/01f14a43-b9d4-4f37-ba25-6233c953ca75.JPG","077_newyork_no_2_NEWYORK NO 2.jpg"
"78","PORTAKALLI BİTTER MARKİ","https://toptanpastacim.com/product/152-05-00016/portakalli-bitter-marki/152-05","https://toptanpastacim.com/Resimler/a32aba06-4bfd-4fa4-b71e-f6581121ecc8.JPG","078_portakalli_bitter_marki_PORTAKALLI BİTTER MARKİ.jpg"
"79","PROFİTEROL","https://toptanpastacim.com/product/152-04-00004/profiterol/152-04","https://toptanpastacim.com/Resimler/5d89c1e9-c974-4589-bfc6-87cb0f0d7490.png","079_profiterol_PROFİTEROL.png"
"80","PROFİTEROL 500 GR.","https://toptanpastacim.com/product/152-05-00026/profiterol-500-gr-/152-04","https://toptanpastacim.com/Resimler/74d57e75-1434-414f-bd6f-771f48a64b2f.JPG","080_profiterol_500_gr._PROFİTEROL 500 GR..jpg"
"81","PROFİTEROLLÜ NO 0","https://toptanpastacim.com/product/152-01-00034/profiterollu-no-0/152-01","https://toptanpastacim.com/Resimler/1ff1249b-e0cc-4a72-8d54-45903aa606bb.JPG","081_profiterollu_no_0_PROFİTEROLLÜ NO 0.jpg"
"82","PROFİTEROLLÜ NO 1","https://toptanpastacim.com/product/152-01-00035/profiterollu-no-1/152-01","https://toptanpastacim.com/Resimler/e074228c-2b0d-4289-bbd7-62e6672849af.JPG","082_profiterollu_no_1_PROFİTEROLLÜ NO 1.jpg"
"83","PROFİTEROLLÜ NO 2","https://toptanpastacim.com/product/152-01-00036/profiterollu-no-2/152-01","https://toptanpastacim.com/Resimler/c47c00f2-500b-486c-b503-c507d84c7318.JPG","083_profiterollu_no_2_PROFİTEROLLÜ NO 2.jpg"
"84","RED VELVED","https://toptanpastacim.com/product/152-02-00011/red-velved/152-02","https://toptanpastacim.com/Resimler/f22ca023-a123-4a61-a785-61df99e8d55c.jpg","084_red_velved_RED VELVED.jpg"
"85","RULO MUZ","https://toptanpastacim.com/product/152-05-00007/rulo-muz/152-05","https://toptanpastacim.com/Resimler/54ef4028-dc03-4a30-99c6-35760ca1ddf4.JPG","085_rulo_muz_RULO MUZ.jpg"
"86","SHOW FISTIK","https://toptanpastacim.com/product/152-02-00013/show-fistik/152-02","https://toptanpastacim.com/Resimler/f0bcc17f-fd82-483d-86a4-90f4fc953bfd.jpg","086_show_fistik_SHOW FISTIK.jpg"
"87","SHOW MEYVE","https://toptanpastacim.com/product/152-02-00019/show-meyve/152-02","https://toptanpastacim.com/Resimler/9e066031-2188-4da5-b889-0845e414140b.jpg","087_show_meyve_SHOW MEYVE.jpg"
"88","SÜTLAÇ","https://toptanpastacim.com/product/152-04-00015/sutlac/152-04","https://toptanpastacim.com/Resimler/3bf81035-a17e-4c24-86f2-7009426f432a.png","088_sutlac_SÜTLAÇ.png"
"89","TARTOLET ÇİLEKLİ","https://toptanpastacim.com/product/152-05-00008/tartolet-cilekli/152-05","https://toptanpastacim.com/Resimler/f0fa343f-b373-42f5-8f4d-5667222814de.JPG","089_tartolet_cilekli_TARTOLET ÇİLEKLİ.jpg"
"90","TARTOLET KARIŞIK","https://toptanpastacim.com/product/152-05-00009/tartolet-karisik/152-05","https://toptanpastacim.com/Resimler/495a5341-b95b-44a9-be13-3ded3f803ed6.JPG","090_tartolet_karisik_TARTOLET KARIŞIK.jpg"
"91","TAVUK GÖĞSÜ","https://toptanpastacim.com/product/152-04-00012/tavuk-gogsu/152-04","https://toptanpastacim.com/Resimler/b5d20826-d051-4587-8b46-f669fcafa5ff.png","091_tavuk_gogsu_TAVUK GÖĞSÜ.png"
"92","TİRAMİSU","https://toptanpastacim.com/product/152-04-00020/tiramisu/152-04","https://toptanpastacim.com/Resimler/837efa53-bdae-4675-ad8d-f31d982ae065.png","092_tiramisu_TİRAMİSU.png"
"93","TRİLEÇE FRAMBUAZ","https://toptanpastacim.com/product/152-06-00001/trilece-frambuaz/152-06","https://toptanpastacim.com/Resimler/a51c275d-5f05-43f2-bd38-96d9d959d68b.png","093_trilece_frambuaz_TRİLEÇE FRAMBUAZ.png"
"94","TRİLEÇE KARAMEL","https://toptanpastacim.com/product/152-06-00002/trilece-karamel/152-06","https://toptanpastacim.com/Resimler/5a085664-3974-41b9-a865-030cfa133ee7.png","094_trilece_karamel_TRİLEÇE KARAMEL.png"
"95","VOLKANİK","https://toptanpastacim.com/product/152-02-00015/volkanik/152-02","https://toptanpastacim.com/Resimler/2458142c-306b-4c73-86e9-e4f096023fba.jpg","095_volkanik_VOLKANİK.jpg"
